==10880== NVPROF is profiling process 10880, command: python gpu-opt_flow.py
==10880== Warning: Unified Memory Profiling is not supported on the underlying platform. System requirements for unified memory can be found at: http://docs.nvidia.com/cuda/cuda-c-programming-guide/index.html#um-requirements
==10880== Execution timeout, stopping the application...
==10880== Profiling application: python gpu-opt_flow.py
==10880== Warning: 1 records have invalid timestamps due to insufficient device buffer space. You can configure the buffer space using the option --device-buffer-size.
==10880== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
9.24061s  1.3020us                    -               -         -         -         -       20B  14.649MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.24071s  3.3835ms            (3 480 1)       (256 1 1)        32        0B  1.0313KB         -           -           -           -  NVIDIA Tegra X1         1       129  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [7671]
9.24408s  3.3894ms            (3 480 1)       (256 1 1)        32        0B  1.0313KB         -           -           -           -  NVIDIA Tegra X1         1       130  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [7677]
9.24744s  50.626us             (5 15 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       129  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [7673]
9.24749s  45.209us             (5 15 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       130  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [7679]
9.24753s  226.41us            (1 120 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1       129  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [7675]
9.24774s  224.54us            (1 120 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1       130  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [7681]
9.24817s  183.91us             (5 15 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       129  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [7684]
9.24836s  1.0591ms            (1 120 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1       129  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [7687]
9.24942s  55.053us             (5 15 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       129  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [7693]
9.24948s  177.87us             (5 15 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       129  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [7695]
9.24966s  1.0546ms            (1 120 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1       129  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [7698]
9.25072s  53.959us             (5 15 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       129  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [7704]
9.25078s  177.76us             (5 15 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       129  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [7706]
9.25096s  1.0545ms            (1 120 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1       129  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [7709]
9.25202s  54.428us             (5 15 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       129  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [7715]
9.25248s  143.28us            (10 30 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       129  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [7722]
9.25262s  140.58us            (10 30 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       130  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [7724]
9.25276s  36.460us             (3 30 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       129  void cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003603_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<float>, cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003603_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float, float>, cv::cudev::WithOutMask>, float, float, int, int) [7726]
9.25280s  35.626us             (3 30 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       130  void cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003603_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<float>, cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003603_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float, float>, cv::cudev::WithOutMask>, float, float, int, int) [7728]
9.25852s  1.5100us                    -               -         -         -         -        8B  5.0526MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.25865s  1.8695ms            (3 480 1)       (256 1 1)        32        0B  1.0078KB         -           -           -           -  NVIDIA Tegra X1         1       129  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [7743]
9.26051s  1.8690ms            (3 480 1)       (256 1 1)        32        0B  1.0078KB         -           -           -           -  NVIDIA Tegra X1         1       130  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [7749]
9.26237s  144.33us            (10 30 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       129  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [7745]
9.26251s  140.99us            (10 30 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       130  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [7751]
9.26264s  872.15us            (2 240 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1       129  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [7747]
9.26350s  874.60us            (2 240 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1       130  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [7753]
9.26458s  696.16us            (10 30 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       129  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [7756]
9.26528s  4.1870ms            (2 240 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1       129  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [7759]
9.26947s  210.89us            (10 30 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       129  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [7765]
9.26969s  693.35us            (10 30 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       129  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [7767]
9.27039s  4.1833ms            (2 240 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1       129  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [7770]
9.27457s  210.73us            (10 30 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       129  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [7776]
9.27479s  693.24us            (10 30 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       129  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [7778]
9.27549s  4.1815ms            (2 240 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1       129  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [7781]
9.27967s  210.53us            (10 30 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       129  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [7787]
9.28112s  556.42us            (20 60 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       129  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [7792]
9.28167s  551.68us            (20 60 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       130  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [7794]
9.28222s  130.57us             (5 60 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       129  void cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003603_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<float>, cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003603_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float, float>, cv::cudev::WithOutMask>, float, float, int, int) [7796]
9.28235s  126.20us             (5 60 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       130  void cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003603_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<float>, cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003603_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float, float>, cv::cudev::WithOutMask>, float, float, int, int) [7798]
9.29972s  1.1980us                    -               -         -         -         -        8B  6.3684MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.29981s  1.1956ms            (3 480 1)       (256 1 1)        32        0B  1.0078KB         -           -           -           -  NVIDIA Tegra X1         1       129  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [7813]
9.30100s  1.1873ms            (3 480 1)       (256 1 1)        32        0B  1.0078KB         -           -           -           -  NVIDIA Tegra X1         1       130  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [7818]
9.30219s  181.83us                    -               -         -         -         -  1.1719MB  6.2940GB/s      Device      Device  NVIDIA Tegra X1         1       129  [CUDA memcpy DtoD]
9.30237s  178.28us                    -               -         -         -         -  1.1719MB  6.4190GB/s      Device      Device  NVIDIA Tegra X1         1       130  [CUDA memcpy DtoD]
9.30254s  1.7332ms            (3 480 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1       129  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [7816]
9.30427s  1.7328ms            (3 480 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1       130  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [7821]
9.30624s  2.1068ms            (20 60 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       129  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [7824]
9.30835s  8.3344ms            (3 480 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1       129  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [7827]
9.31668s  539.85us            (20 60 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       129  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [7833]
9.31723s  2.1609ms            (20 60 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       129  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [7835]
9.31939s  8.3272ms            (3 480 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1       129  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [7838]
9.32772s  531.99us            (20 60 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       129  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [7844]
9.32826s  2.1051ms            (20 60 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       129  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [7846]
9.33036s  8.3282ms            (3 480 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1       129  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [7849]
9.33870s  530.64us            (20 60 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       129  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [7855]
9.34319s  289.23us            (20 60 1)        (32 8 1)        19        0B        0B         -           -           -           -  NVIDIA Tegra X1         1         7  void cv::cudev::grid_split_merge_detail::mergeC2<cv::cudev::GlobPtr<int>, cv::cudev::GlobPtr<int>, int2, cv::cudev::WithOutMask>(int, cv::cudev::GlobPtr<int>, cv::cudev::GlobPtr<cv::cudev::GlobPtr<int>>, int2, int, int) [7866]
9.34442s  1.1203ms                    -               -         -         -         -  2.3438MB  2.0430GB/s      Device    Pageable  NVIDIA Tegra X1         1         7  [CUDA memcpy DtoH]
9.40144s  33.647us                    -               -         -         -         -  300.00KB  8.5031GB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.40172s  36.198us                    -               -         -         -         -  300.00KB  7.9038GB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.40481s  92.242us             (5 60 1)        (32 8 1)        22        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       134  void cv::cudev::grid_transform_detail::transformSmart<int=4, unsigned char, float, cv::cudev::saturate_cast_func<unsigned char, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<unsigned char>, cv::cudev::grid_transform_detail::transformSmart<int=4, unsigned char, float, cv::cudev::saturate_cast_func<unsigned char, float, float>, cv::cudev::WithOutMask>, unsigned char, float, int, int) [7898]
9.40577s  92.867us             (5 60 1)        (32 8 1)        22        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       135  void cv::cudev::grid_transform_detail::transformSmart<int=4, unsigned char, float, cv::cudev::saturate_cast_func<unsigned char, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<unsigned char>, cv::cudev::grid_transform_detail::transformSmart<int=4, unsigned char, float, cv::cudev::saturate_cast_func<unsigned char, float, float>, cv::cudev::WithOutMask>, unsigned char, float, int, int) [7901]
9.40591s     677ns                    -               -         -         -         -       24B  33.808MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.40595s     312ns                    -               -         -         -         -       24B  73.360MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.40599s     260ns                    -               -         -         -         -       24B  88.031MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.40603s     260ns                    -               -         -         -         -        4B  14.672MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.40607s     260ns                    -               -         -         -         -        4B  14.672MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.40611s     260ns                    -               -         -         -         -        4B  14.672MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.40615s     313ns                    -               -         -         -         -        4B  12.188MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.40619s     260ns                    -               -         -         -         -       24B  88.031MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.40708s     625ns                    -               -         -         -         -  18.750KB  28.610GB/s      Device           -  NVIDIA Tegra X1         1       134  [CUDA memset]
9.40713s     313ns                    -               -         -         -         -  18.750KB  57.129GB/s      Device           -  NVIDIA Tegra X1         1       135  [CUDA memset]
9.40968s  1.3540us                    -               -         -         -         -       40B  28.174MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.40975s  4.3241ms            (3 480 1)       (256 1 1)        32        0B  1.0703KB         -           -           -           -  NVIDIA Tegra X1         1       134  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [7925]
9.41405s  4.3308ms            (3 480 1)       (256 1 1)        32        0B  1.0703KB         -           -           -           -  NVIDIA Tegra X1         1       135  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [7931]
9.41835s  26.928us              (3 8 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       134  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [7927]
9.41838s  75.105us             (1 60 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1       134  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [7929]
9.41845s  25.365us              (3 8 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       135  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [7933]
9.41848s  66.617us             (1 60 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1       135  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [7935]
9.41909s  46.980us              (3 8 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       134  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [7938]
9.41916s  368.71us             (1 60 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1       134  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [7941]
9.41953s  12.448us              (3 8 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       134  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [7947]
9.41954s  42.449us              (3 8 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       134  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [7949]
9.41959s  361.10us             (1 60 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1       134  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [7952]
9.41995s  11.875us              (3 8 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       134  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [7958]
9.41997s  42.085us              (3 8 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       134  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [7960]
9.42001s  361.21us             (1 60 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1       134  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [7963]
9.42038s  11.875us              (3 8 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       134  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [7969]
9.42064s  26.615us             (5 15 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       134  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [7974]
9.42068s  26.042us             (5 15 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       135  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [7976]
9.42074s  8.4890us             (2 15 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       134  void cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003603_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<float>, cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003603_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float, float>, cv::cudev::WithOutMask>, float, float, int, int) [7978]
9.42078s  7.4480us             (2 15 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       135  void cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003603_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<float>, cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003603_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float, float>, cv::cudev::WithOutMask>, float, float, int, int) [7980]
9.42458s     937ns                    -               -         -         -         -       20B  20.356MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.42468s  2.3707ms            (3 480 1)       (256 1 1)        32        0B  1.0313KB         -           -           -           -  NVIDIA Tegra X1         1       134  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [7995]
9.42704s  2.3791ms            (3 480 1)       (256 1 1)        32        0B  1.0313KB         -           -           -           -  NVIDIA Tegra X1         1       135  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [8001]
9.42940s  45.105us             (5 15 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       134  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [7997]
9.42944s  38.386us             (5 15 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       135  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [8003]
9.42947s  158.81us            (1 120 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1       134  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [7999]
